pressure,temperature,altitude,ax,ay,az,pitch,roll,yaw
88251.781250,19.059999,1150.158081,0.024409,0.066680,-0.008198,-34.353657,-0.730716,44.48130803
88251.781250,19.059999,1150.158081,0.024409,0.066680,-0.008198,-35.321857,-0.500686,44.33517503
88237.679688,19.059999,1151.471313,0.029292,0.071562,-0.006245,-36.487629,-0.253904,44.17327903
88237.679688,19.059999,1151.471313,0.029292,0.071562,-0.006245,-37.651348,0.001859,43.99180603
88237.679688,19.059999,1151.471313,0.033198,0.068633,-0.004292,-39.018475,0.257025,43.81561303
88237.679688,19.059999,1151.471313,0.033198,0.068633,-0.004292,-40.382404,0.524685,43.61496003
88226.179688,19.059999,1152.544067,0.040034,0.066680,-0.003804,-41.939301,0.564388,43.66958603
88226.179688,19.059999,1152.544067,0.040034,0.066680,-0.003804,-43.492432,0.606727,43.70787003
88226.179688,19.059999,1152.544067,0.052729,0.049102,-0.003315,-45.235046,0.296979,44.13206503
88218.937500,19.049999,1153.217773,0.065425,0.038848,-0.003804,-47.125839,-0.379601,44.93328903
88218.937500,19.049999,1153.217773,0.066890,0.046172,-0.002339,-49.031506,-1.250637,45.98129303
88218.937500,19.049999,1153.217773,0.066890,0.046172,-0.002339,-50.918983,-2.195437,47.08834803
88218.937500,19.049999,1153.217773,0.071772,0.040312,-0.004780,-52.870014,-3.683465,48.67211903
88218.937500,19.049999,1153.217773,0.071772,0.040312,-0.004780,-54.787174,-5.310837,50.38098103
88216.992188,19.049999,1153.400146,0.086909,0.035918,-0.002339,-56.766514,-7.857151,52.94711303
88216.992188,19.049999,1153.400146,0.086909,0.035918,-0.002339,-58.669556,-10.669763,55.76533503
88216.992188,19.049999,1153.400146,0.098628,0.014922,-0.001851,-60.354755,-15.370152,60.43494403
88216.992188,19.049999,1153.400146,0.098628,0.014922,-0.001851,-61.831314,-20.510693,65.53138003
88210.093750,19.049999,1154.042236,0.115718,-0.010957,-0.004292,-62.210087,-29.457281,74.44264203
88210.093750,19.049999,1154.042236,0.115718,-0.010957,-0.004292,-61.964016,-38.324501,83.25701103
88207.781250,19.040001,1154.256226,0.132319,-0.019746,-0.007710,-59.609703,-49.022392,93.50397503
88207.781250,19.040001,1154.256226,0.132319,-0.019746,-0.007710,-56.506287,-57.907089,101.90551003
88207.781250,19.040001,1154.256226,0.074214,-0.106172,-0.016499,-51.293835,-65.711403,108.28964203
88207.781250,19.040001,1154.256226,0.074214,-0.106172,-0.016499,-45.721893,-71.860641,112.94488503
88222.875000,19.040001,1152.850586,0.063472,-0.147676,-0.022358,-39.569389,-76.725380,115.88810703
88222.875000,19.040001,1152.850586,0.081538,-0.141328,-0.021870,-33.593121,-80.710335,117.58000203
88222.875000,19.040001,1152.850586,0.021968,-0.169160,-0.025776,-27.363796,-83.969391,118.30795303
88222.875000,19.040001,1152.850586,0.021968,-0.169160,-0.025776,-21.141087,-87.001526,118.61525003
88245.531250,19.040001,1150.741943,-0.083013,-0.209688,-0.032612,-15.841984,-89.417618,118.18062603
88245.531250,19.040001,1150.741943,-0.083013,-0.209688,-0.032612,-10.561199,-91.812859,117.53430203
